time	channel1	channel2	channel3	channel4	channel5	channel6	channel7	channel8	class
9953	9e-05	-5e-05	-1e-05	-1e-05	0.00025	-0.00027	2e-05	0.00011	0
9954	9e-05	-5e-05	-1e-05	-1e-05	0.00025	-0.00027	2e-05	0.00011	0
9955	9e-05	-5e-05	-1e-05	-1e-05	0.00025	-0.00027	2e-05	0.00011	0
9956	9e-05	-5e-05	-1e-05	-1e-05	0.00025	-0.00027	2e-05	0.00011	0
9957	0.00016	0	-1e-05	3e-05	1e-05	0.00021	0.0001	4e-05	0
9958	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9959	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9960	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9961	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9962	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9963	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9964	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9965	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9966	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9967	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9968	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9969	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9970	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9971	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9972	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9973	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9974	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9975	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9976	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9977	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9978	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9979	0.00012	3e-05	-1e-05	6e-05	-1e-05	1e-05	-9e-05	5e-05	0
9980	5e-05	-2e-05	6e-05	2e-05	-5e-05	0.00017	-0.00026	1e-05	0
9981	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9982	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9983	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9984	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9985	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9987	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9990	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9991	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9992	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9993	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9994	3e-05	6e-05	6e-05	0.00016	0.00023	0.00022	0.0002	0.00015	0
9995	0.00011	0.0001	4e-05	-5e-05	-0.00035	-0.00027	-4e-05	8e-05	0
9996	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
9997	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
9998	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
9999	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10000	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10001	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10002	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10003	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10004	-0.00031	-0.0001	-3e-05	3e-05	0.00016	-1e-05	-9e-05	-0.00023	0
10005	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10006	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10007	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10008	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10009	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10010	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10011	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10012	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10013	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10014	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10015	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10016	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10017	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10018	0.00015	-0.00013	-8e-05	-8e-05	1e-05	1e-05	-0.0001	-3e-05	0
10019	-0.0001	9e-05	-4e-05	-7e-05	-0.00018	-0.00016	0	3e-05	0
10020	0.00043	-3e-05	-3e-05	6e-05	0.00033	-0.00011	1e-05	3e-05	0
10021	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10022	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10023	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10024	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10025	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10026	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10027	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10028	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10029	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10030	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10031	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10033	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10034	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10035	-0.0001	-0.00021	-5e-05	-2e-05	-1e-05	0.00044	4e-05	2e-05	0
10044	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10045	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10046	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10047	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10048	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10049	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10050	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10051	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10052	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10053	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10054	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10055	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10056	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10057	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10058	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10059	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10060	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10061	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10062	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10063	-0.00019	-2e-05	-7e-05	-0.0001	-6e-05	-0.0001	-2e-05	3e-05	0
10064	-0.00023	-1e-05	1e-05	2e-05	3e-05	0.00012	6e-05	5e-05	0
10065	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10066	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10067	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10068	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10069	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10070	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10071	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10072	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10073	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10074	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10075	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10076	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10077	0.00015	5e-05	4e-05	-4e-05	2e-05	5e-05	0	-1e-05	0
10078	-0.00012	6e-05	-2e-05	-4e-05	0.0001	-4e-05	1e-05	5e-05	0
10079	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10080	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10081	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10082	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10083	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10084	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10085	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10086	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10089	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10090	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10091	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10092	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10093	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10094	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10095	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10096	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10097	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10098	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10099	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10100	-0.00014	6e-05	0	-3e-05	-0.00012	2e-05	-0.0001	-1e-05	0
10101	-0.00041	0.00015	0	-7e-05	0.0002	-0.00013	-0.00015	-8e-05	0
10102	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10103	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10104	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10105	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10106	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10107	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10108	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10109	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10110	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10111	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10112	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10113	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10114	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10115	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10116	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10117	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10118	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10119	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10120	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10121	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10122	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10123	4e-05	-0.00021	-4e-05	-2e-05	4e-05	4e-05	-1e-05	-7e-05	0
10124	0.00062	-8e-05	-2e-05	-2e-05	-3e-05	-4e-05	-7e-05	5e-05	0
10125	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10126	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10127	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10128	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10129	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10130	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10131	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10132	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10133	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10134	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10135	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10136	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10138	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10140	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10141	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10142	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10143	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10144	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10145	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10146	-2e-05	0.00015	3e-05	8e-05	8e-05	0.00021	4e-05	5e-05	0
10147	-8e-05	-0.00011	-8e-05	-5e-05	-5e-05	-0.00012	-0.00013	-8e-05	0
10148	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10149	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10150	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10151	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10152	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10155	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10156	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10157	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10158	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10159	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10160	0.00022	-2e-05	-3e-05	-4e-05	-4e-05	7e-05	8e-05	0	0
10161	0.00032	7e-05	1e-05	-5e-05	-5e-05	-0.00012	-3e-05	-0.0002	0
10162	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10163	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10164	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10165	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10166	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10167	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10168	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10169	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10170	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10171	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10172	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10173	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10174	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10175	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10176	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10177	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10178	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10179	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10180	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10181	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10182	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10183	0.00011	-1e-05	-3e-05	-0.00012	-0.00018	-7e-05	-9e-05	-4e-05	0
10184	-0.0002	-0.00017	-6e-05	-0.00013	-0.00022	-0.00038	-8e-05	7e-05	0
10185	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10186	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10189	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10190	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10191	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10192	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10193	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10194	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10195	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10196	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10197	6e-05	-7e-05	0	4e-05	8e-05	6e-05	0.00015	4e-05	0
10198	0.0001	-1e-05	0	-1e-05	-5e-05	0.00018	0.00012	6e-05	0
10199	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10200	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10201	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10202	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10205	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10206	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10207	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10208	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10209	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10210	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10211	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10212	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10213	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10214	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10215	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10216	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10217	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10218	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10219	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10220	-0.00028	6e-05	1e-05	7e-05	0.00014	-0.00012	-5e-05	5e-05	0
10221	-0.00034	2e-05	6e-05	-4e-05	-0.00021	8e-05	7e-05	3e-05	0
10222	-0.00034	2e-05	6e-05	-4e-05	-0.00021	8e-05	7e-05	3e-05	0
10223	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10224	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10225	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10226	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10227	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10228	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10229	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10230	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10231	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10232	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10233	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10234	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10235	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10236	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10239	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10240	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10241	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10242	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10243	-0.00042	4e-05	-1e-05	-4e-05	-7e-05	-8e-05	-9e-05	-0.00013	0
10244	-7e-05	3e-05	3e-05	6e-05	0.00026	0.00091	0.00016	3e-05	0
10245	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10246	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10247	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10248	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10249	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10250	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10251	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10252	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10255	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10256	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10257	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10258	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10259	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10260	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10261	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10262	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10263	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10264	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10265	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
10266	0.00015	4e-05	2e-05	3e-05	2e-05	-1e-05	0.00024	5e-05	0
